"","st_code","st_name","st_pop","st_emp","cbsa_code","cbsa_name","cbsa_type","cbsa_pop","cbsa_emp","cbsa_is.top100"
"297","56","Wyoming",581836,198404,"16220","Casper, WY","metro",80610,31203,FALSE
"298","56","Wyoming",581836,198404,"27220","Jackson, WY-ID","micro",34139,20685,FALSE
"299","56","Wyoming",581836,198404,"40540","Rock Springs, WY","micro",44117,15643,FALSE
"300","56","Wyoming",581836,198404,"43260","Sheridan, WY","micro",30012,10923,FALSE
"301","56","Wyoming",581836,198404,"29660","Laramie, WY","micro",38102,9646,FALSE
"302","56","Wyoming",581836,198404,"21740","Evanston, WY","micro",20609,6725,FALSE
"303","56","Wyoming",581836,198404,"40180","Riverton, WY","micro",40076,10201,FALSE
"304","01","Alabama",4864680,1632958,"19460","Decatur, AL","metro",152293,46522,FALSE
"305","01","Alabama",4864680,1632958,"12220","Auburn-Opelika, AL","metro",159287,46327,FALSE
"306","01","Alabama",4864680,1632958,"46220","Tuscaloosa, AL","metro",249824,85304,FALSE
"307","01","Alabama",4864680,1632958,"17980","Columbus, GA-AL","metro",320144,99653,FALSE
"308","01","Alabama",4864680,1632958,"22520","Florence-Muscle Shoals, AL","metro",147080,49018,FALSE
"309","01","Alabama",4864680,1632958,"33860","Montgomery, AL","metro",373589,130956,FALSE
"310","01","Alabama",4864680,1632958,"26620","Huntsville, AL","metro",450612,181686,FALSE
"311","01","Alabama",4864680,1632958,"13820","Birmingham-Hoover, AL","metro",1082561,436077,TRUE
"312","01","Alabama",4864680,1632958,"18980","Cullman, AL","micro",82313,25233,FALSE
"313","01","Alabama",4864680,1632958,"42460","Scottsboro, AL","micro",52094,13413,FALSE
"314","01","Alabama",4864680,1632958,"45180","Talladega-Sylacauga, AL","micro",80565,24653,FALSE
"315","01","Alabama",4864680,1632958,"33660","Mobile, AL","metro",431302,156341,FALSE
"316","01","Alabama",4864680,1632958,"21460","Enterprise, AL","micro",51288,13378,FALSE
"317","01","Alabama",4864680,1632958,"37120","Ozark, AL","micro",49255,10893,FALSE
"318","01","Alabama",4864680,1632958,"23460","Gadsden, AL","metro",102939,30604,FALSE
"319","01","Alabama",4864680,1632958,"22840","Fort Payne, AL","micro",71200,17669,FALSE
"320","01","Alabama",4864680,1632958,"27530","Jasper, AL","micro",64493,14537,FALSE
"321","01","Alabama",4864680,1632958,"21640","Eufaula, AL-GA","micro",28058,7067,FALSE
"322","01","Alabama",4864680,1632958,"11500","Anniston-Oxford, AL","metro",115098,36301,FALSE
"323","01","Alabama",4864680,1632958,"10700","Albertville, AL","micro",95145,31276,FALSE
"324","01","Alabama",4864680,1632958,"20020","Dothan, AL","metro",147967,50838,FALSE
"325","01","Alabama",4864680,1632958,"10760","Alexander City, AL","micro",51491,11544,FALSE
"326","02","Alaska",738516,258260,"21820","Fairbanks, AK","metro",99653,27095,FALSE
"327","02","Alaska",738516,258260,"28540","Ketchikan, AK","micro",13804,4769,FALSE
"328","02","Alaska",738516,258260,"11260","Anchorage, AK","metro",399576,162723,FALSE
"329","02","Alaska",738516,258260,"27940","Juneau, AK","micro",32330,11147,FALSE
"330","04","Arizona",6946685,2335934,"38060","Phoenix-Mesa-Chandler, AZ","metro",4673634,1726596,TRUE
"331","04","Arizona",6946685,2335934,"40940","Safford, AZ","micro",37879,7389,FALSE
"332","04","Arizona",6946685,2335934,"35700","Nogales, AZ","micro",46584,11932,FALSE
"333","04","Arizona",6946685,2335934,"29420","Lake Havasu City-Kingman, AZ","metro",206064,41986,FALSE
"334","04","Arizona",6946685,2335934,"22380","Flagstaff, AZ","metro",140217,53114,FALSE
"335","04","Arizona",6946685,2335934,"49740","Yuma, AZ","metro",207829,45094,FALSE
"336","05","Arkansas",2990671,1008950,"22620","Forrest City, AR","micro",26294,5503,FALSE
"337","05","Arkansas",2990671,1008950,"42620","Searcy, AR","micro",78804,22406,FALSE
"338","05","Arkansas",2990671,1008950,"26260","Hope, AR","micro",30458,8153,FALSE
"339","05","Arkansas",2990671,1008950,"31620","Magnolia, AR","micro",23892,7036,FALSE
"340","05","Arkansas",2990671,1008950,"30780","Little Rock-North Little Rock-Conway, AR","metro",734502,283598,TRUE
"341","05","Arkansas",2990671,1008950,"38220","Pine Bluff, AR","metro",92345,21677,FALSE
"342","05","Arkansas",2990671,1008950,"32820","Memphis, TN-MS-AR","metro",1337738,539734,TRUE
"343","05","Arkansas",2990671,1008950,"22900","Fort Smith, AR-OK","metro",249072,91556,FALSE
"344","05","Arkansas",2990671,1008950,"22220","Fayetteville-Springdale-Rogers, AR","metro",503585,210590,FALSE
"345","05","Arkansas",2990671,1008950,"40780","Russellville, AR","micro",85217,28424,FALSE
"346","05","Arkansas",2990671,1008950,"26300","Hot Springs, AR","metro",98296,34587,FALSE
"347","39","Ohio",11641879,4665959,"46780","Van Wert, OH","micro",28281,9985,FALSE
"348","39","Ohio",11641879,4665959,"31930","Marietta, OH","micro",60671,22897,FALSE
"349","39","Ohio",11641879,4665959,"47540","Wapakoneta, OH","micro",45784,20672,FALSE
"350","39","Ohio",11641879,4665959,"41400","Salem, OH","micro",104003,27154,FALSE
"351","39","Ohio",11641879,4665959,"24820","Greenville, OH","micro",51734,16356,FALSE
"352","39","Ohio",11641879,4665959,"45780","Toledo, OH","metro",645329,275095,TRUE
"353","39","Ohio",11641879,4665959,"27160","Jackson, OH","micro",32524,9008,FALSE
"354","39","Ohio",11641879,4665959,"45660","Tiffin, OH","micro",55475,17102,FALSE
"355","39","Ohio",11641879,4665959,"15940","Canton-Massillon, OH","metro",401053,150465,FALSE
"356","39","Ohio",11641879,4665959,"30620","Lima, OH","metro",103642,46478,FALSE
"357","39","Ohio",11641879,4665959,"18740","Coshocton, OH","micro",36574,8360,FALSE
"358","39","Ohio",11641879,4665959,"15340","Bucyrus-Galion, OH","micro",42021,12386,FALSE
"359","39","Ohio",11641879,4665959,"15740","Cambridge, OH","micro",39274,13872,FALSE
"360","39","Ohio",11641879,4665959,"16380","Celina, OH","micro",40806,16265,FALSE
"361","39","Ohio",11641879,4665959,"17060","Chillicothe, OH","micro",77051,23530,FALSE
"362","39","Ohio",11641879,4665959,"49660","Youngstown-Warren-Boardman, OH-PA","metro",545488,192993,FALSE
"363","39","Ohio",11641879,4665959,"11780","Ashtabula, OH","micro",98136,25210,FALSE
"364","40","Oklahoma",3918137,1316992,"20340","Duncan, OK","micro",43983,11893,FALSE
"365","40","Oklahoma",3918137,1316992,"11620","Ardmore, OK","micro",58339,25801,FALSE
"366","40","Oklahoma",3918137,1316992,"36420","Oklahoma City, OK","metro",1369759,506241,TRUE
"367","40","Oklahoma",3918137,1316992,"33060","Miami, OK","micro",31566,9122,FALSE
"368","40","Oklahoma",3918137,1316992,"22900","Fort Smith, AR-OK","metro",249072,91556,FALSE
"369","40","Oklahoma",3918137,1316992,"46140","Tulsa, OK","metro",985233,401196,TRUE
"370","40","Oklahoma",3918137,1316992,"34780","Muskogee, OK","micro",69084,22830,FALSE
"371","40","Oklahoma",3918137,1316992,"20460","Durant, OK","micro",45759,10172,FALSE
"372","40","Oklahoma",3918137,1316992,"38620","Ponca City, OK","micro",44880,15008,FALSE
"373","40","Oklahoma",3918137,1316992,"25100","Guymon, OK","micro",21121,7765,FALSE
"374","40","Oklahoma",3918137,1316992,"21420","Enid, OK","metro",62190,21514,FALSE
"375","40","Oklahoma",3918137,1316992,"32540","McAlester, OK","micro",44382,10657,FALSE
"376","40","Oklahoma",3918137,1316992,"49260","Woodward, OK","micro",25039,8096,FALSE
"377","40","Oklahoma",3918137,1316992,"45140","Tahlequah, OK","micro",48599,9447,FALSE
"378","40","Oklahoma",3918137,1316992,"44660","Stillwater, OK","micro",81512,23738,FALSE
"379","40","Oklahoma",3918137,1316992,"43060","Shawnee, OK","micro",72000,18277,FALSE
"380","40","Oklahoma",3918137,1316992,"30020","Lawton, OK","metro",128490,32718,FALSE
"381","40","Oklahoma",3918137,1316992,"48220","Weatherford, OK","micro",29209,9667,FALSE
"382","40","Oklahoma",3918137,1316992,"21120","Elk City, OK","micro",22621,8421,FALSE
"383","40","Oklahoma",3918137,1316992,"11060","Altus, OK","micro",25384,6723,FALSE
"384","41","Oregon",4081943,1576499,"41420","Salem, OR","metro",416980,121784,FALSE
"385","41","Oregon",4081943,1576499,"32780","Medford, OR","metro",214267,75967,FALSE
"386","41","Oregon",4081943,1576499,"38900","Portland-Vancouver-Hillsboro, OR-WA","metro",2417931,1047457,TRUE
"387","41","Oregon",4081943,1576499,"10540","Albany-Lebanon, OR","metro",122870,36602,FALSE
"388","41","Oregon",4081943,1576499,"24420","Grants Pass, OR","metro",85481,23460,FALSE
"389","41","Oregon",4081943,1576499,"25840","Hermiston-Pendleton, OR","micro",88113,26316,FALSE
"390","41","Oregon",4081943,1576499,"35440","Newport, OR","micro",47881,14672,FALSE
"391","41","Oregon",4081943,1576499,"45520","The Dalles, OR","micro",25866,7603,FALSE
"392","41","Oregon",4081943,1576499,"21660","Eugene-Springfield, OR","metro",368882,125153,FALSE
"393","41","Oregon",4081943,1576499,"36620","Ontario, OR-ID","micro",53472,13899,FALSE
"394","41","Oregon",4081943,1576499,"11820","Astoria, OR","micro",38562,14861,FALSE
"395","41","Oregon",4081943,1576499,"15060","Brookings, OR","micro",22507,5494,FALSE
"396","41","Oregon",4081943,1576499,"29260","La Grande, OR","micro",26028,7383,FALSE
"397","42","Pennsylvania",12791181,5335524,"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","metro",6069448,2628893,TRUE
"398","42","Pennsylvania",12791181,5335524,"30260","Lewisburg, PA","micro",45114,16126,FALSE
"399","42","Pennsylvania",12791181,5335524,"25420","Harrisburg-Carlisle, PA","metro",567872,277210,TRUE
"400","42","Pennsylvania",12791181,5335524,"38300","Pittsburgh, PA","metro",2339941,1103495,TRUE
"401","42","Pennsylvania",12791181,5335524,"20700","East Stroudsburg, PA","metro",167586,49290,FALSE
"402","42","Pennsylvania",12791181,5335524,"11020","Altoona, PA","metro",123842,52981,FALSE
"403","42","Pennsylvania",12791181,5335524,"27780","Johnstown, PA","metro",134550,46317,FALSE
"404","42","Pennsylvania",12791181,5335524,"39740","Reading, PA","metro",416642,153071,FALSE
"405","42","Pennsylvania",12791181,5335524,"26500","Huntingdon, PA","micro",45421,9874,FALSE
"406","42","Pennsylvania",12791181,5335524,"35260","New Castle, PA","micro",87382,26205,FALSE
"407","42","Pennsylvania",12791181,5335524,"30380","Lewistown, PA","micro",46362,14299,FALSE
"408","42","Pennsylvania",12791181,5335524,"42780","Selinsgrove, PA","micro",40466,15949,FALSE
"409","42","Pennsylvania",12791181,5335524,"32740","Meadville, PA","micro",86164,26962,FALSE
"410","42","Pennsylvania",12791181,5335524,"21500","Erie, PA","metro",275972,115178,FALSE
"411","42","Pennsylvania",12791181,5335524,"39060","Pottsville, PA","micro",143555,41324,FALSE
"412","42","Pennsylvania",12791181,5335524,"42540","Scranton--Wilkes-Barre, PA","metro",556926,237277,TRUE
"413","42","Pennsylvania",12791181,5335524,"23900","Gettysburg, PA","metro",102023,29070,FALSE
"414","42","Pennsylvania",12791181,5335524,"30820","Lock Haven, PA","micro",39074,10631,FALSE
"415","42","Pennsylvania",12791181,5335524,"10900","Allentown-Bethlehem-Easton, PA-NJ","metro",834615,331950,TRUE
"416","42","Pennsylvania",12791181,5335524,"44300","State College, PA","metro",161443,46119,FALSE
"417","42","Pennsylvania",12791181,5335524,"44980","Sunbury, PA","micro",92325,24647,FALSE
"418","42","Pennsylvania",12791181,5335524,"36340","Oil City, PA","micro",52376,14835,FALSE
"419","42","Pennsylvania",12791181,5335524,"14620","Bradford, PA","micro",41806,12195,FALSE
"420","42","Pennsylvania",12791181,5335524,"30140","Lebanon, PA","metro",138674,46303,FALSE
"421","42","Pennsylvania",12791181,5335524,"14100","Bloomsburg-Berwick, PA","metro",84514,36923,FALSE
"422","42","Pennsylvania",12791181,5335524,"29540","Lancaster, PA","metro",538347,235331,FALSE
"423","44","Rhode Island",1056611,430556,"39300","Providence-Warwick, RI-MA","metro",1615516,637255,TRUE
"424","45","South Carolina",4955925,1694559,"12260","Augusta-Richmond County, GA-SC","metro",594300,187081,TRUE
"425","45","South Carolina",4955925,1694559,"35140","Newberry, SC","micro",38068,11745,FALSE
"426","45","South Carolina",4955925,1694559,"44940","Sumter, SC","metro",141012,36794,FALSE
"427","45","South Carolina",4955925,1694559,"17900","Columbia, SC","metro",816664,295371,TRUE
"428","45","South Carolina",4955925,1694559,"16740","Charlotte-Concord-Gastonia, NC-SC","metro",2498431,1058398,TRUE
"429","45","South Carolina",4955925,1694559,"16700","Charleston-North Charleston, SC","metro",759247,286757,TRUE
"430","45","South Carolina",4955925,1694559,"22500","Florence, SC","metro",205814,75608,FALSE
"431","45","South Carolina",4955925,1694559,"23860","Georgetown, SC","micro",61605,19642,FALSE
"432","45","South Carolina",4955925,1694559,"24860","Greenville-Anderson, SC","metro",883853,340562,TRUE
"433","45","South Carolina",4955925,1694559,"24940","Greenwood, SC","micro",70264,22559,FALSE
"434","45","South Carolina",4955925,1694559,"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","metro",447775,138378,FALSE
"435","45","South Carolina",4955925,1694559,"36700","Orangeburg, SC","micro",88454,24888,FALSE
"436","45","South Carolina",4955925,1694559,"46420","Union, SC","micro",27644,6917,FALSE
"437","46","South Dakota",864289,357755,"43620","Sioux Falls, SD","metro",255438,143288,FALSE
"438","46","South Dakota",864289,357755,"46820","Vermillion, SD","micro",13925,3606,FALSE
"439","46","South Dakota",864289,357755,"43940","Spearfish, SD","micro",25234,9796,FALSE
"440","46","South Dakota",864289,357755,"47980","Watertown, SD","micro",33993,14668,FALSE
"441","46","South Dakota",864289,357755,"10100","Aberdeen, SD","micro",42780,19437,FALSE
"442","46","South Dakota",864289,357755,"39660","Rapid City, SD","metro",136718,54904,FALSE
"443","46","South Dakota",864289,357755,"33580","Mitchell, SD","micro",23298,10896,FALSE
"444","46","South Dakota",864289,357755,"43580","Sioux City, IA-NE-SD","metro",143638,67718,FALSE
"445","47","Tennessee",6651089,2566583,"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","metro",1839460,855849,TRUE
"446","47","Tennessee",6651089,2566583,"28940","Knoxville, TN","metro",845486,334884,TRUE
"447","47","Tennessee",6651089,2566583,"17300","Clarksville, TN-KY","metro",296295,73140,FALSE
"448","47","Tennessee",6651089,2566583,"37540","Paris, TN","micro",32279,8872,FALSE
"449","47","Tennessee",6651089,2566583,"35460","Newport, TN","micro",35336,6078,FALSE
"450","47","Tennessee",6651089,2566583,"27180","Jackson, TN","metro",178506,70348,FALSE
"451","47","Tennessee",6651089,2566583,"11940","Athens, TN","micro",52773,16511,FALSE
"452","47","Tennessee",6651089,2566583,"30280","Lewisburg, TN","micro",32269,8173,FALSE
"453","47","Tennessee",6651089,2566583,"46460","Union City, TN","micro",30520,8832,FALSE
"454","47","Tennessee",6651089,2566583,"19420","Dayton, TN","micro",32628,8858,FALSE
"455","47","Tennessee",6651089,2566583,"32820","Memphis, TN-MS-AR","metro",1337738,539734,TRUE
"456","47","Tennessee",6651089,2566583,"20540","Dyersburg, TN","micro",37576,13015,FALSE
"457","47","Tennessee",6651089,2566583,"16860","Chattanooga, TN-GA","metro",552043,221608,TRUE
"458","47","Tennessee",6651089,2566583,"28700","Kingsport-Bristol, TN-VA","metro",306394,104278,FALSE
"459","47","Tennessee",6651089,2566583,"32660","McMinnville, TN","micro",40454,11020,FALSE
"460","47","Tennessee",6651089,2566583,"27740","Johnson City, TN","metro",201226,65563,FALSE
"461","47","Tennessee",6651089,2566583,"46100","Tullahoma-Manchester, TN","micro",102365,31692,FALSE
"462","47","Tennessee",6651089,2566583,"29980","Lawrenceburg, TN","micro",42937,8529,FALSE
"463","47","Tennessee",6651089,2566583,"34100","Morristown, TN","metro",140000,42419,FALSE
"464","47","Tennessee",6651089,2566583,"18260","Cookeville, TN","micro",110059,34918,FALSE
"465","47","Tennessee",6651089,2566583,"24620","Greeneville, TN","micro",68669,23289,FALSE
"466","47","Tennessee",6651089,2566583,"42940","Sevierville, TN","micro",96287,40963,FALSE
"467","47","Tennessee",6651089,2566583,"15140","Brownsville, TN","micro",17779,5172,FALSE
"468","48","Texas",27885195,NA,"44500","Stephenville, TX","micro",41482,12432,FALSE
"469","48","Texas",27885195,NA,"41700","San Antonio-New Braunfels, TX","metro",2426204,876237,TRUE
"470","48","Texas",27885195,NA,"45020","Sweetwater, TX","micro",14966,4332,FALSE
"471","48","Texas",27885195,NA,"21340","El Paso, TX","metro",841752,237730,TRUE
"472","48","Texas",27885195,NA,"11980","Athens, TX","micro",80460,13271,FALSE
"473","48","Texas",27885195,NA,"30980","Longview, TX","metro",284503,96956,FALSE
"474","48","Texas",27885195,NA,"37580","Paris, TX","micro",49532,17583,FALSE
"475","48","Texas",27885195,NA,"12420","Austin-Round Rock-Georgetown, TX","metro",2058351,836997,TRUE
"476","48","Texas",27885195,NA,"46900","Vernon, TX","micro",12906,3387,FALSE
"477","48","Texas",27885195,NA,"38380","Plainview, TX","micro",34113,9057,FALSE
"478","48","Texas",27885195,NA,"48660","Wichita Falls, TX","metro",150994,46665,FALSE
"479","48","Texas",27885195,NA,"30220","Levelland, TX","micro",23162,6574,FALSE
"480","48","Texas",27885195,NA,"20580","Eagle Pass, TX","micro",57970,12600,FALSE
"481","48","Texas",27885195,NA,"14300","Bonham, TX","micro",34175,5289,FALSE
"482","48","Texas",27885195,NA,"33260","Midland, TX","metro",169808,87328,FALSE
"483","48","Texas",27885195,NA,"17780","College Station-Bryan, TX","metro",253946,75731,FALSE
"484","48","Texas",27885195,NA,"15180","Brownsville-Harlingen, TX","metro",421750,107239,FALSE
"485","48","Texas",27885195,NA,"19100","Dallas-Fort Worth-Arlington, TX","metro",7189384,3127419,TRUE
"486","48","Texas",27885195,NA,"14780","Brenham, TX","micro",34796,12347,FALSE
"487","48","Texas",27885195,NA,"11380","Andrews, TX","micro",17818,5305,FALSE
"488","48","Texas",27885195,NA,"23240","Fredericksburg, TX","micro",26208,9635,FALSE
"489","48","Texas",27885195,NA,"49820","Zapata, TX","micro",14369,1457,FALSE
"490","48","Texas",27885195,NA,"24180","Granbury, TX","micro",56901,13071,FALSE
"491","48","Texas",27885195,NA,"44860","Sulphur Springs, TX","micro",36240,10254,FALSE
"492","48","Texas",27885195,NA,"47380","Waco, TX","metro",265728,105047,FALSE
"493","48","Texas",27885195,NA,"27380","Jacksonville, TX","micro",51903,11226,FALSE
"494","48","Texas",27885195,NA,"10180","Abilene, TX","metro",170009,58400,FALSE
"495","48","Texas",27885195,NA,"37780","Pecos, TX","micro",15227,3925,FALSE
"496","48","Texas",27885195,NA,"34420","Mount Pleasant, TX","micro",45543,16020,FALSE
"497","48","Texas",27885195,NA,"34860","Nacogdoches, TX","micro",65558,17883,FALSE
"498","48","Texas",27885195,NA,"19620","Del Rio, TX","micro",49027,10972,FALSE
"499","48","Texas",27885195,NA,"36220","Odessa, TX","metro",158342,59190,FALSE
"500","48","Texas",27885195,NA,"31260","Lufkin, TX","micro",87607,28296,FALSE
"501","48","Texas",27885195,NA,"13060","Bay City, TX","micro",36743,8059,FALSE
"502","48","Texas",27885195,NA,"26660","Huntsville, TX","micro",71539,12364,FALSE
"503","48","Texas",27885195,NA,"40530","Rockport, TX","micro",24763,4387,FALSE
"504","48","Texas",27885195,NA,"28660","Killeen-Temple, TX","metro",438265,106123,FALSE
"505","48","Texas",27885195,NA,"20300","Dumas, TX","micro",21801,7918,FALSE
"506","48","Texas",27885195,NA,"18620","Corsicana, TX","micro",48583,13770,FALSE
"507","48","Texas",27885195,NA,"40100","Rio Grande City-Roma, TX","micro",63894,8656,FALSE
"508","48","Texas",27885195,NA,"37770","Pearsall, TX","micro",19394,5079,FALSE
"509","48","Texas",27885195,NA,"37300","Palestine, TX","micro",57863,11976,FALSE
"510","19","Iowa",3132499,1321996,"15460","Burlington, IA-IL","micro",46484,20893,FALSE
"511","19","Iowa",3132499,1321996,"36540","Omaha-Council Bluffs, NE-IA","metro",922891,419890,TRUE
"512","19","Iowa",3132499,1321996,"34700","Muscatine, IA","micro",42950,21173,FALSE
"513","19","Iowa",3132499,1321996,"19780","Des Moines-West Des Moines, IA","metro",671092,329004,TRUE
"514","19","Iowa",3132499,1321996,"22700","Fort Dodge, IA","micro",36757,16242,FALSE
"515","19","Iowa",3132499,1321996,"11180","Ames, IA","metro",123321,38790,FALSE
"516","19","Iowa",3132499,1321996,"43580","Sioux City, IA-NE-SD","metro",143638,67718,FALSE
"517","19","Iowa",3132499,1321996,"47940","Waterloo-Cedar Falls, IA","metro",170132,75798,FALSE
"518","19","Iowa",3132499,1321996,"16300","Cedar Rapids, IA","metro",268315,129218,FALSE
"519","19","Iowa",3132499,1321996,"22800","Fort Madison-Keokuk, IA-IL-MO","micro",59453,18293,FALSE
"520","19","Iowa",3132499,1321996,"43980","Spencer, IA","micro",16313,7419,FALSE
"521","19","Iowa",3132499,1321996,"17540","Clinton, IA","micro",47218,17831,FALSE
"522","20","Kansas",2908776,1163105,"48620","Wichita, KS","metro",636295,261264,TRUE
"523","20","Kansas",2908776,1163105,"31740","Manhattan, KS","metro",133736,38483,FALSE
"524","20","Kansas",2908776,1163105,"45820","Topeka, KS","metro",233260,85514,FALSE
"525","20","Kansas",2908776,1163105,"17700","Coffeyville, KS","micro",32970,12385,FALSE
"526","20","Kansas",2908776,1163105,"21380","Emporia, KS","micro",35944,12204,FALSE
"527","20","Kansas",2908776,1163105,"23780","Garden City, KS","micro",40889,16038,FALSE
"528","20","Kansas",2908776,1163105,"32700","McPherson, KS","micro",28630,13627,FALSE
"529","20","Kansas",2908776,1163105,"38260","Pittsburg, KS","micro",39108,14944,FALSE
"530","20","Kansas",2908776,1163105,"25700","Hays, KS","micro",28878,12425,FALSE
"531","20","Kansas",2908776,1163105,"37660","Parsons, KS","micro",20367,7580,FALSE
"532","20","Kansas",2908776,1163105,"28140","Kansas City, MO-KS","metro",2106632,954263,TRUE
"533","20","Kansas",2908776,1163105,"30580","Liberal, KS","micro",22692,8556,FALSE
"534","20","Kansas",2908776,1163105,"29940","Lawrence, KS","metro",119319,40467,FALSE
"535","20","Kansas",2908776,1163105,"26740","Hutchinson, KS","micro",63101,22381,FALSE
"536","20","Kansas",2908776,1163105,"41140","St. Joseph, MO-KS","metro",126779,48854,FALSE
"537","21","Kentucky",4440204,1587564,"14540","Bowling Green, KY","metro",172088,61626,FALSE
"538","21","Kentucky",4440204,1587564,"17140","Cincinnati, OH-KY-IN","metro",2191667,946308,TRUE
"539","21","Kentucky",4440204,1587564,"31140","Louisville/Jefferson County, KY-IN","metro",1252890,577816,TRUE
"540","21","Kentucky",4440204,1587564,"21060","Elizabethtown-Fort Knox, KY","metro",150577,42854,FALSE
"541","21","Kentucky",4440204,1587564,"32500","Maysville, KY","micro",17153,6837,FALSE
"542","21","Kentucky",4440204,1587564,"37140","Paducah, KY-IL","micro",97067,41968,FALSE
"543","21","Kentucky",4440204,1587564,"23980","Glasgow, KY","micro",53684,16314,FALSE
"544","21","Kentucky",4440204,1587564,"15820","Campbellsville, KY","micro",36523,10838,FALSE
"545","21","Kentucky",4440204,1587564,"36980","Owensboro, KY","metro",117987,47181,FALSE
"546","21","Kentucky",4440204,1587564,"17300","Clarksville, TN-KY","metro",296295,73140,FALSE
"547","21","Kentucky",4440204,1587564,"31580","Madisonville, KY","micro",45664,14335,FALSE
"548","21","Kentucky",4440204,1587564,"30940","London, KY","micro",148357,45090,FALSE
"549","21","Kentucky",4440204,1587564,"34460","Mount Sterling, KY","micro",46432,11935,FALSE
"550","21","Kentucky",4440204,1587564,"30460","Lexington-Fayette, KY","metro",506786,228183,FALSE
"551","21","Kentucky",4440204,1587564,"26580","Huntington-Ashland, WV-KY-OH","metro",364446,114510,FALSE
"552","21","Kentucky",4440204,1587564,"33180","Middlesborough, KY","micro",27188,6896,FALSE
"553","21","Kentucky",4440204,1587564,"32460","Mayfield, KY","micro",37294,9934,FALSE
"554","21","Kentucky",4440204,1587564,"23180","Frankfort, KY","micro",72510,20347,FALSE
"555","21","Kentucky",4440204,1587564,"40080","Richmond-Berea, KY","micro",104013,24849,FALSE
"556","22","Louisiana",4663616,1637381,"29180","Lafayette, LA","metro",488969,180677,FALSE
"557","22","Louisiana",4663616,1637381,"35380","New Orleans-Metairie, LA","metro",1263635,494676,TRUE
"558","22","Louisiana",4663616,1637381,"35020","Natchez, MS-LA","micro",51568,13927,FALSE
"559","22","Louisiana",4663616,1637381,"10780","Alexandria, LA","metro",153894,47260,FALSE
"560","22","Louisiana",4663616,1637381,"43340","Shreveport-Bossier City, LA","metro",401708,140406,FALSE
"561","22","Louisiana",4663616,1637381,"29340","Lake Charles, LA","metro",207050,79000,FALSE
"562","22","Louisiana",4663616,1637381,"12940","Baton Rouge, LA","metro",852356,346458,TRUE
"563","22","Louisiana",4663616,1637381,"33740","Monroe, LA","metro",204542,72184,FALSE
"564","22","Louisiana",4663616,1637381,"14220","Bogalusa, LA","micro",46457,9002,FALSE
"565","22","Louisiana",4663616,1637381,"36660","Opelousas, LA","micro",83449,22071,FALSE
"566","22","Louisiana",4663616,1637381,"25220","Hammond, LA","metro",130504,36408,FALSE
"567","22","Louisiana",4663616,1637381,"34020","Morgan City, LA","micro",51734,18621,FALSE
"568","22","Louisiana",4663616,1637381,"35060","Natchitoches, LA","micro",38963,11048,FALSE
"569","23","Maine",1332813,509789,"12620","Bangor, ME","metro",151748,56958,FALSE
"570","23","Maine",1332813,509789,"30340","Lewiston-Auburn, ME","metro",107444,45507,FALSE
"571","23","Maine",1332813,509789,"38860","Portland-South Portland, ME","metro",529323,238275,FALSE
"572","24","Maryland",6003435,2281854,"41540","Salisbury, MD-DE","metro",399013,128997,FALSE
"573","24","Maryland",6003435,2281854,"12580","Baltimore-Columbia-Towson, MD","metro",2793250,1181547,TRUE
"574","24","Maryland",6003435,2281854,"20660","Easton, MD","micro",37211,17975,FALSE
"575","24","Maryland",6003435,2281854,"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","metro",6151521,2676308,TRUE
"576","24","Maryland",6003435,2281854,"15680","California-Lexington Park, MD","metro",111531,32376,FALSE
"577","24","Maryland",6003435,2281854,"15700","Cambridge, MD","micro",32261,9781,FALSE
"578","24","Maryland",6003435,2281854,"25180","Hagerstown-Martinsburg, MD-WV","metro",280930,87342,FALSE
"579","24","Maryland",6003435,2281854,"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","metro",6069448,2628893,TRUE
"580","25","Massachusetts",6830193,3250471,"14460","Boston-Cambridge-Newton, MA-NH","metro",4811732,2534539,TRUE
"581","25","Massachusetts",6830193,3250471,"12700","Barnstable Town, MA","metro",213690,78050,FALSE
"582","25","Massachusetts",6830193,3250471,"47240","Vineyard Haven, MA","micro",17313,5693,FALSE
"583","25","Massachusetts",6830193,3250471,"38340","Pittsfield, MA","metro",127328,53882,FALSE
"584","25","Massachusetts",6830193,3250471,"39300","Providence-Warwick, RI-MA","metro",1615516,637255,TRUE
"585","25","Massachusetts",6830193,3250471,"44140","Springfield, MA","metro",701210,242907,TRUE
"586","26","Michigan",9957488,3724511,"33780","Monroe, MI","metro",149699,37086,FALSE
"587","26","Michigan",9957488,3724511,"26090","Holland, MI","micro",115250,38008,FALSE
"588","26","Michigan",9957488,3724511,"25880","Hillsdale, MI","micro",45830,10870,FALSE
"589","26","Michigan",9957488,3724511,"45900","Traverse City, MI","micro",148400,57340,FALSE
"590","26","Michigan",9957488,3724511,"26340","Houghton, MI","micro",38490,9590,FALSE
"591","26","Michigan",9957488,3724511,"34380","Mount Pleasant, MI","micro",70775,25024,FALSE
